,m2,m4,m6,m8,m10,m12,m14,m16,m18,m20,m22,m24,m26,m28,m30,m32,m34,m36,m38,m40,m42,m44,m46,m48,m50,m52,m54,m56,m58,m60,m62,m64,m66,m68,m70,m72,m74,m76,m78,m80,m82,m84,m86,m88,m90,m92,m94,m96,m98,m100,m102,m104,m106,m108,m110,m112,m114,m116,m118,m120,m122,m124,m126,m128,m130,m132,m134,m136,m138,m140,m142,m144,m146,m148,m150,m152,m154,m156,m158,m160,m162,m164,m166,m168,m170,m172,m174,m176,m178,m180,m182,m184,m186,m188,m190,m192,m194,m196,m198,m200
m3098,0.4055004,0.3403751,0.6302607,0.428189,0.5255949,0.3811415,0.5955474,0.6472878,0.5269345,0.2799833,0.4646899,0.512922,0.5281579,0.5304431,0.4063453,0.5657373,0.615652,0.6084645,0.2831525,0.4286611,0.4127149,0.371822,0.4162491,0.4095727,0.6912757,0.5587208,0.3238097,,0.6125138,0.4432367,0.5647828,0.2332302,0.3568831,0.5518968,0.4835673,0.7518567,0.4555234,0.5106854,0.4442291,0.5970593,0.6539827,0.177648,0.5277427,0.407946,0.1527156,0.2123935,0.5702133,0.5673944,,0.3623653,0.2671912,0.5023798,,,0.6682495,0.4904651,0.589073,0.2863687,0.4170657,,0.2621831,0.4032362,0.4841876,0.1970286,,0.2964683,,0.4942042,,0.3436732,,0.5196401,0.2953379,0.407824,0.6502202,0.5292762,0.5224475,0.5906654,0.3195075,0.2895013,0.5521543,0.534883,0.3196968,0.3318099,0.3253011,0.2736251,0.4891155,0.5862903,0.2000493,0.5751476,0.4109914,0.274522,0.3920209,0.4814123,0.2460881,,0.5882577,0.4399866,0.3765224,0.1850732
m3099,0.557857,0.5746832,0.4658338,0.2432363,0.3807585,0.4148068,0.5634176,0.4418158,0.4262844,0.6994736,0.4703988,0.6235986,0.5206264,0.3971331,0.5470644,0.464678,0.3999573,0.4739499,,,0.6625591,0.5761755,0.6530374,0.5696311,0.4074376,0.5057509,0.9523314,,0.3635889,0.5338011,0.3653193,0.6531931,0.7895026,0.5858571,0.5146732,0.4809875,0.5608982,0.5723177,0.8295268,0.5540748,0.806717,0.1438773,0.5585129,0.3201352,,0.5227635,0.3703496,0.712747,,0.388883,0.5853507,0.4787054,,0.2422781,0.3246741,0.4298293,0.4285515,0.4988975,0.3721456,,0.7232052,0.3806193,0.6106555,,,0.4395372,,1.0,,0.5626897,,0.4870532,0.2619495,0.6327029,0.3169577,0.3370537,0.4732246,0.3254872,0.5646116,0.5428554,0.5326094,0.5327424,0.5635215,0.576488,0.6423421,0.6399472,0.8000311,0.4999558,0.6623994,0.4414857,0.3443003,0.3359595,0.454719,0.4238247,0.7137579,,0.5063937,0.5814874,0.4613283,0.5962848
m31,0.5607433,0.6207566,0.4017213,0.9261026,0.6570779,0.8345282,0.3936801,0.3895859,0.4084855,0.7560359,0.5559881,0.5968478,0.6117436,0.5088145,0.2107605,0.3607714,0.4672954,0.3735617,0.3752328,0.1481031,0.6328834,0.5900541,0.6494582,0.6510662,0.3288244,0.38658,0.4144651,,0.3821337,0.5467962,0.6507523,0.7043911,0.5240129,0.7407681,0.467716,0.3302482,0.8299982,0.6454913,0.3456203,0.8801499,0.4373962,0.5727939,0.7405452,0.6292938,,0.660577,0.4130611,,,0.645428,0.584622,0.5470955,,,0.3783673,0.667465,0.7998226,0.4430766,0.8247856,,0.6616471,0.1591758,0.5061913,,,0.7099531,,,,0.7981047,,0.5237445,,0.5448841,0.5335214,0.8671111,0.3647724,0.4444372,0.7543003,0.7422245,0.2145711,0.3609685,0.7688973,0.7567044,0.6966648,0.690139,0.553084,0.3124916,0.1413461,0.552018,0.8709366,0.8457149,0.6544619,0.3816685,0.3187926,,0.2962708,0.6936382,0.401026,0.8720925
m310,,,,,,,,,,,,0.3233288,,,,,,,,,,,,0.5064987,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9605502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3100,0.4019123,0.4626295,0.5967638,0.4695407,0.5111499,0.3397415,0.5619025,0.6321489,0.4257242,0.3290856,0.399436,0.5306606,0.5347099,0.5489011,0.4365257,0.595711,0.5130616,0.569971,0.4120254,0.5044824,0.3992359,0.4022033,0.3548732,0.549635,0.5911701,0.5548736,0.5040378,,0.6744216,0.4245242,0.5153763,0.3521826,0.5910229,0.267423,0.4657829,0.5407295,0.3370958,0.3358457,0.5265342,0.3212225,0.5884629,0.4063562,0.5312767,0.3735726,0.6715681,0.3160901,0.586776,0.5176072,0.6860332,0.3477349,0.3069008,0.4920435,0.3836297,,0.6680259,0.511888,0.6141362,0.4894765,0.5229383,,0.3996981,0.3529975,0.5019848,0.8480445,,0.3909402,,0.1691182,,0.3714629,,0.5462608,0.3696266,0.6004059,0.5893899,0.3525524,0.5756763,0.5268178,0.2857515,0.3518057,0.3833636,0.5732329,0.4426652,0.4030599,0.4257125,0.3867709,0.2292858,0.483793,0.2505229,0.5403718,0.3993159,0.4428081,0.3864466,0.5508971,0.4233938,,0.5189766,0.3318933,0.4423306,0.6362695
m3101,0.4553555,0.3805782,0.5922318,0.5295196,0.479035,0.4692221,0.4813091,0.5786614,0.4235385,0.4627245,0.5588547,0.4846954,0.5547694,0.3988854,0.6936863,0.4927006,0.5057811,0.5438921,0.4218526,0.2867762,0.3588883,0.4580517,0.3553165,0.5198211,0.5454585,0.5530651,0.878654,,0.5434218,0.4142288,0.538792,0.3174403,0.4350339,0.5203616,0.421051,0.4668163,0.3979328,0.3672351,0.5016009,0.553119,0.3273134,0.5114463,0.5921175,0.3223144,0.2368866,0.3219787,0.4930742,0.2414586,,0.3962337,0.4279591,0.4793413,0.1073792,0.5377005,0.57782,0.4436225,0.2818482,0.5163678,0.4382533,,0.5196749,0.2482516,0.5847652,0.7147276,,0.3982315,,0.8524418,,0.4214731,,0.5262342,0.2586078,0.2715619,0.5820272,0.4281758,0.4563692,0.4269173,0.4107484,0.4552081,0.4794473,0.4661613,0.6718944,0.4804324,0.4348943,0.4125815,0.4494615,0.4797131,0.4535458,0.5035931,0.4231143,0.6554676,0.3871117,0.4812636,0.5869001,,0.4275729,0.5230043,0.4049431,0.6342157
m3102,0.4391235,0.5191072,0.5189252,0.1443265,0.5579197,0.3909953,0.5364277,0.5247086,0.6716971,0.365007,0.631994,0.500511,0.5246165,0.3878202,0.7810839,0.5757386,0.5269567,0.5121094,0.3639174,0.143064,0.4827326,0.4261105,0.5138001,0.2808573,0.57044,0.6068306,0.4045519,,0.5715103,0.408263,0.507415,0.1236203,0.3130839,0.576781,0.4581347,0.3588464,0.3030282,0.4707241,0.4297073,0.4652225,0.5034301,0.641279,0.6736678,0.3218685,,0.4317861,0.6181746,0.49687,,0.4760513,0.2510577,0.4077438,,,0.5944071,0.4186875,,0.4399706,0.3121449,,0.3619223,0.4918328,0.0938479,0.9169359,,0.4013405,,,,0.5317321,,0.6166457,0.2334639,0.8315572,0.5145124,0.5232357,0.4195261,0.6915987,0.5385788,0.4081231,0.3763171,0.4601199,0.8411852,0.6184684,0.4202383,0.3892693,0.3533379,0.3683991,0.3095649,0.4853432,0.6827666,0.8609926,0.364051,0.6376481,0.2693393,,0.4855526,0.4254803,0.512909,0.862184
m3103,0.5396285,0.8141364,0.3975864,,0.5979709,0.7214194,0.3027186,0.3731942,0.2961457,0.7375593,0.4211092,0.6343165,0.408287,0.3927166,,0.3189225,0.3441485,0.2692707,0.184396,0.617316,0.5369005,0.7519111,0.5169787,0.5227259,0.3241553,0.431024,0.1378497,,0.4525284,0.4792141,0.4564411,0.6798747,0.782283,1.0,0.5388414,0.5862434,0.5739414,0.4109805,0.4813883,0.4320022,0.599691,,0.626223,0.5565593,,0.7231911,0.4023227,0.5658224,,0.3665152,0.5076568,0.5582155,,,0.3160139,0.5484313,,0.9475225,0.6540022,,0.8311438,,0.6742171,,,0.6077062,,,,0.5971368,,0.6781704,,,0.2733069,0.6218312,0.0606176,0.3760212,0.3557773,0.6593582,0.4794774,0.5244466,0.7228607,0.7014157,0.7068957,0.7512036,0.1239643,0.5125671,,0.4300104,0.7123059,0.6991656,0.7669412,0.6087273,0.0157868,,0.4165766,0.7003619,0.4293484,0.3334699
m3104,0.3477874,0.2371053,0.5816979,0.8961976,0.4518526,0.3840678,0.6662651,0.5708267,0.5010384,0.2786551,0.465368,0.3752066,0.2972124,0.6610368,0.428493,0.5958117,0.6037441,0.650141,0.1441653,0.557004,0.3231931,0.3185174,0.4747266,0.4170519,0.6371319,0.6283891,0.1683671,,0.5909656,0.4237563,0.4367956,0.2653538,0.2380657,0.3592852,0.4207475,0.609029,0.2810593,0.4158046,0.5989719,0.5272372,0.3837099,0.7798499,0.488668,0.3389607,,0.4046657,0.5995924,0.829163,,0.2459982,0.1912008,0.4804944,,0.2422781,0.6113534,0.471182,,0.8863712,0.2492532,,0.3397417,0.5428392,0.3828608,0.7949994,,0.3377099,,0.1819367,,0.2600532,,0.4549422,0.2458649,0.146406,0.5977925,0.4497841,0.5153045,0.6855011,0.2985485,0.2962644,0.6244636,0.5704707,0.105954,0.3912012,0.403602,0.2961526,0.2775916,0.6418586,0.4163237,0.4319771,0.6022081,0.3268687,0.3912199,0.4354095,0.411974,,0.5988584,0.3518098,0.401467,0.1493284
m3105,0.4365243,0.4150233,0.5904455,0.2776866,0.4756152,0.3847483,0.5170384,0.5785508,0.5421116,0.3285003,0.5111726,0.5026054,0.6009055,0.484821,0.3728571,0.6224799,0.5469065,0.6354152,0.1880959,0.4444046,0.4109774,0.3129212,0.4204653,0.3917071,0.6104828,0.6074488,0.2738761,,0.5323831,0.4510687,0.615076,0.3633637,0.4315033,0.5371099,0.4279138,0.5591851,0.4722924,0.4315056,0.6223869,0.2497287,0.5123541,0.5630333,0.4053494,0.4054249,0.8849248,0.3529045,0.643942,0.385943,,0.3125958,0.272722,0.4966221,0.0760561,0.9192423,0.6365212,0.4552247,0.5830549,0.8585998,0.5277269,,0.4000809,0.6535857,0.2482485,0.3834223,,0.3339946,,0.7537545,,0.4087658,,0.458703,0.2567241,0.5272871,0.6307297,0.518109,0.4962816,0.5929763,0.3642424,0.3125851,0.4466093,0.4951539,0.3666411,0.4136187,0.3833782,0.3463976,0.2574494,0.4059366,0.4408261,0.5313963,0.5060406,0.304027,0.4013949,0.4903934,0.3092948,,0.4589667,0.3738642,0.4680898,0.3686056
m3106,0.3201258,0.4142035,0.7134061,,0.5334618,0.6984537,0.3060428,0.4362107,0.4487232,0.7717869,0.9056573,0.6862922,1.0,0.4811818,0.9317462,0.4096177,0.4152407,0.4824852,,,0.0624419,,0.7524494,0.2232262,0.4185819,0.8988452,,,0.3061514,0.4150017,0.4322997,0.6607592,,0.8550394,0.3961791,0.4107065,0.7213784,0.9590611,0.2322218,1.0,0.6144088,0.4000067,0.8857038,,,0.4253665,0.7682597,,,0.4540862,0.7880385,0.4162588,,,0.3258169,0.5431608,,,0.671282,,0.3966676,,,,,0.9404474,,,,0.6766692,,0.3509423,,,0.486715,0.8247895,0.4968889,,0.3482856,0.7587896,0.2413878,0.2725136,0.9695763,0.396687,0.2446084,0.6759944,,0.5330333,,0.4668606,1.0,0.5874119,0.7161741,0.4052538,0.1842525,,0.5834671,0.8635633,0.8248045,
m3107,0.5339522,0.4646479,0.5297447,0.4590643,0.6329543,0.5285719,0.5141809,0.5309515,0.4808515,0.4357996,0.5852255,0.4991773,0.5253756,0.4392778,0.3585429,0.467342,0.4831255,0.4952584,0.4039227,0.329963,0.481467,0.4837661,0.5154184,0.5368837,0.4506918,0.3991738,0.465371,,0.4155526,0.5252112,0.5522908,0.4081045,0.4500391,0.679015,0.5427483,0.4170864,0.3987439,0.4370199,0.3997983,0.2790897,0.4093167,0.3164515,0.5940083,0.5700478,0.2196247,0.4900472,0.4805169,0.268996,0.3465599,0.5023348,0.3210841,0.6286645,,0.1121902,0.5620795,0.4863493,0.5191689,0.2089087,0.5545591,,0.5040099,0.3406758,0.4444833,,,0.4171436,,0.0723328,,0.5810841,,0.5563054,0.5352424,0.4438937,0.5532571,0.4531144,0.4149084,0.4082829,0.4916467,0.4686402,0.3444432,0.458115,0.5483353,0.563673,0.4600193,0.4783349,0.5371318,0.4478098,0.2222672,0.5710403,0.5697775,0.4454101,0.4146682,0.4707311,0.2113067,,0.4232362,0.4982242,0.4681544,0.4695683
m3108,0.5102472,0.4456672,0.4929647,0.3225547,0.4465574,0.3191535,0.4929318,0.5502441,0.5575578,0.2475813,0.5147431,0.4802509,0.6006665,0.5443996,0.6176407,0.6723141,0.5287524,0.5276453,0.4351932,0.4588908,0.4545754,0.3699253,0.487363,0.3466378,0.5477834,0.5260766,0.2656211,,0.5481249,0.4660488,0.4819369,0.3624741,0.3110479,0.4778107,0.4459539,0.4964666,0.4026797,0.3654833,0.6585539,0.4263611,0.5833883,0.5288976,0.5086829,0.3694502,0.7591771,0.4707786,0.5694162,0.6486178,0.5945497,0.4658183,0.3780626,0.5091851,0.0694626,1.0,0.532691,0.5249811,0.6991938,0.5360944,0.5218422,,0.5094555,0.3382778,0.2604992,0.56762,,0.4505221,,0.8108776,,0.4129754,,0.513859,0.4485381,0.4415283,0.4780388,0.391616,0.4448197,0.5291987,0.3270109,0.3611403,0.5425513,0.5060724,0.3811396,0.4226573,0.4428268,0.4414415,0.3976136,0.6808715,0.5794352,0.5447971,0.5806812,0.3984355,0.2980368,0.5414672,0.4296139,,0.526717,0.4101665,0.5137971,0.0128844
m3109,0.4937415,0.7634763,0.3351271,,0.3367748,0.807075,0.525055,0.2984888,0.9622373,0.5235676,0.6519981,0.6552774,0.8454007,0.3864774,0.5606457,0.2599774,0.28869,0.3225589,,0.143094,0.7506812,0.5439226,0.824268,0.3819871,0.2999647,0.4378424,,,0.3949065,0.4510705,0.5935979,0.7456998,,0.2928709,0.3387749,,0.7928029,0.8151017,0.3008406,0.4683902,0.7211177,,0.7091139,0.2850883,,0.919289,0.3959372,,,0.2179337,0.6760591,0.3354466,,,0.4135393,0.6082519,0.9617283,,,,0.3855237,,,,,0.8154998,,,,0.8071632,,0.3824119,,0.8885629,0.4190425,0.0878481,0.1172609,0.2543971,0.489471,0.5339018,0.3805908,0.4479113,,0.6229671,0.2348841,0.697126,0.5368763,0.3126912,,0.6018534,0.6907616,0.9046736,0.7046621,0.7034712,0.1984823,,0.3586794,0.7011506,0.7695158,
m311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3110,0.5387983,0.280812,0.5426382,,0.5771215,0.1056178,0.6087423,0.4616912,,0.2118799,0.1513828,0.5333979,0.8139556,0.237726,0.5931761,0.3696313,0.4549372,0.6671149,,,0.6202958,0.8952883,0.1110722,0.3706926,0.307751,0.2335977,,,0.4730729,0.453103,0.5941999,,,0.7675568,0.2580631,,,,0.7698815,,0.4811951,,0.7176671,,,0.6972169,0.5002998,,,0.0953605,,0.0873854,,,0.1552932,0.7842677,,,,,,,,,,0.3418012,,,,,,0.7125995,,,0.3523288,,0.5159732,,0.5249182,0.6421653,0.6883389,0.5848345,,0.5876218,0.599911,0.8451262,,0.6125581,,0.1107315,0.4083101,,,,0.5275133,,0.4298351,0.4611392,0.7419356,
m3111,0.4710852,0.3635055,0.5724132,0.6187982,0.5917404,0.4806441,0.4665471,0.5049207,0.5726166,0.3865914,0.5130652,0.5774803,0.5809455,0.6870937,0.3962103,0.4901809,0.525047,0.5645837,,0.8396321,0.3980332,0.5519538,0.3089626,0.5539668,0.537457,0.4509779,,,0.5867938,0.5742257,0.6273099,0.2187496,0.5261902,0.5099665,0.3898585,0.5202349,0.198278,0.3695412,0.5954601,0.5439662,0.4818934,0.4489174,0.5532856,0.4235095,,0.3814555,0.6636318,0.2595663,,0.4974686,0.219297,0.3751271,,0.0407523,0.6341618,0.4246496,0.1901027,0.4788308,0.6207251,,0.4524201,0.5444175,0.3579459,,,0.2736535,,0.2907105,,0.4334054,,0.4006039,0.1416134,0.3617601,0.6077003,0.3159034,0.5300675,0.593735,0.447755,0.4050322,0.448818,0.4747272,0.3199403,0.5307142,0.2862538,0.387831,0.4074296,0.5289771,0.5042014,0.5419153,0.4293763,0.426227,0.4447413,0.2975444,0.5384314,,0.4547918,0.2977159,0.3735065,0.4263748
m3112,0.5248364,0.4212394,0.3800168,,0.2822605,0.3664885,0.4828844,0.4418436,0.3986285,0.4305932,0.6144951,0.6189974,0.6048629,0.2727381,0.7508498,0.305252,0.4668284,0.5783668,,0.6954505,0.5162925,0.2854164,0.761341,0.601552,0.5248737,0.5010613,,,0.4967085,0.4941289,0.6753947,0.1284085,0.3552474,0.5667851,0.6173525,0.8509458,0.3892792,0.711819,0.7965671,0.2664162,0.6821213,0.1925486,0.414694,0.5168592,,0.5640135,0.6432051,,,0.4865988,0.1643525,0.3611614,,,0.4660361,0.7323432,,,0.5460636,,0.7624326,,0.0384082,,,0.2718705,,,,0.5198242,,0.655427,,0.5663995,0.4160607,0.5465982,0.7336035,0.8391328,0.2972927,0.4541101,0.3809313,0.3937097,0.4732093,0.4646847,0.8037219,0.2928993,,0.5720449,0.4331901,0.6350094,0.7610708,0.7143935,0.3226257,0.5188763,0.2702982,,0.5696564,0.6262428,0.5868629,0.9993069
m3113,0.6358619,0.7223291,0.4034054,0.6538494,0.5321641,0.7973733,0.4722026,0.3729081,0.5158057,0.784445,0.5753586,0.7016594,0.5700468,0.3340965,0.2215994,0.3034817,0.3442349,0.2803731,0.427496,0.2670293,0.7249373,0.6911653,0.6382286,0.6824191,0.2266288,0.4393431,0.7958904,,0.2625905,0.5997513,0.5134418,0.7883745,0.8133496,0.5190694,0.6085653,0.286558,0.6759722,0.6678939,0.4246605,0.0848289,0.3421331,,0.6566659,0.7562866,,0.5980197,0.3219741,,0.8545338,0.7077069,0.7233678,0.574904,,,0.2876513,0.4839373,0.2169026,0.0496846,0.4485326,,0.6856202,0.4567984,0.752277,,,0.7713566,,,,0.7203415,,0.4665063,0.8408279,0.5038723,0.3348994,0.5757054,0.3563417,0.3716854,0.723519,0.8207177,0.2941447,0.3892339,0.6971537,0.7234292,0.6785738,0.7694894,0.7427991,0.2241811,0.5823079,0.4239667,0.330747,0.3234102,0.6652442,0.5358488,0.2977839,,0.4653217,0.7550927,0.5680898,0.6086477
m3114,0.4337118,0.379821,0.6217221,0.3741194,0.5161156,0.2291442,0.5894643,0.5804075,0.4608241,0.2007683,0.4394923,0.3688279,0.5924362,0.6094561,0.3337145,0.6282241,0.68164,0.6379172,0.2838246,0.5998094,0.3253955,0.3285053,0.2751227,0.3226229,0.7265102,0.5602192,0.3225137,0.1205747,0.6156735,0.4316996,0.5534425,0.1869715,0.1803897,0.4114637,0.4128307,0.602099,0.2548829,0.2826181,0.2816005,0.6124688,0.6867044,0.2545353,0.3987001,0.2981648,,0.242955,0.6050597,0.500258,0.328393,0.375093,0.2127019,0.5080007,0.7729732,,0.6712197,0.533161,0.0708382,0.9208015,0.3485947,0.0127164,0.3076432,0.0899506,0.3483294,0.4679583,,0.2616144,,0.207765,,0.4389378,,0.4648598,0.2288479,0.4176755,0.7109169,0.4847808,0.4914597,0.5500576,0.3164322,0.164987,0.6328218,0.4679747,0.2513953,0.3406877,0.3189585,0.2909602,0.2299337,0.7123082,0.4228207,0.4964777,0.251669,0.4607656,0.2791003,0.3572421,0.5210632,,0.5858279,0.2621735,0.399323,0.1949782
m3115,0.4662174,0.6764354,0.3105076,0.1012739,0.4951516,0.4662346,0.5104645,0.478974,0.4742869,0.7284486,0.6656342,0.5677057,0.448162,0.6993976,0.5788611,0.5963186,0.504893,0.3891936,,0.0601539,0.3556932,0.4104634,0.7626961,0.3121708,0.4390309,0.6969126,0.0484914,,0.4689337,0.3296404,0.4539989,0.7048164,,0.3426897,0.3951197,0.372105,0.4977685,0.3655863,0.2555933,0.2541275,0.5746103,0.9476167,0.4395292,0.4493574,,0.6875174,0.5580975,0.3667477,,0.4505546,0.5807688,0.5360163,,,0.5164667,0.3788951,,0.770912,0.6363431,,0.4249431,0.7213675,0.2513296,,,0.8004634,,,,0.4019185,,0.5624473,,0.9865531,0.4101246,0.5421289,0.4132568,0.6681967,0.3058657,0.4363604,0.5059214,0.5722522,0.7844785,0.4872098,0.6905165,0.4435187,0.2195581,0.2758714,0.4877806,0.4977001,0.7587571,0.4296769,0.5808384,0.4846216,0.3311982,,0.3461197,0.5631365,0.5592324,
m3116,,,0.0276636,,0.3739666,,,0.2091729,,,0.9008231,,,0.1148292,,0.1366493,0.1916287,0.1443394,,,,0.8234851,0.482908,,0.0053953,,,,0.134192,,0.6822625,,,,,,,,,,,,0.7985387,,,,0.7914501,,,,,,,,0.3517264,,,,,,,,,,,,,,,,,,,,0.0178734,,,,,0.913857,,,,0.8156464,0.943087,,,,,,,,,,,,0.1652664,0.8367903,,
m3117,0.2998698,0.2867151,0.3893189,0.5659537,0.581679,0.6979225,0.3609056,0.4558347,0.3092691,0.4138657,0.5220464,0.4146891,0.5483701,0.6233426,0.6197933,0.4561026,0.6116018,0.4998898,,,0.5322736,0.499333,0.24235,0.3396829,0.4321107,0.3484131,,,0.6324905,0.6033065,0.2326859,0.3566357,0.6163564,,0.3342264,0.6806702,0.2080465,0.504662,0.6853043,0.9042283,0.6177683,0.206702,0.5565688,0.3826335,,0.0772378,0.2210488,0.7501307,,0.6705912,0.5934509,0.546926,,,0.4694155,0.5292896,,,,,0.3732835,,,,,0.2262681,,,,,,0.4242211,,0.4550898,0.4725273,0.4615884,0.4124323,0.9524703,0.0698391,0.6718795,0.4441062,0.4243904,0.5109953,0.3883535,0.4326708,0.4683844,,0.3596307,,0.5135242,0.0116408,,0.5276724,0.4868228,0.5887534,,0.8042053,0.3681455,0.4721065,
m3118,0.5481573,0.3712198,0.6029431,,0.6022619,,0.2233427,0.6689379,0.1968152,,0.5912018,0.3465076,0.4139694,0.3584839,0.2000087,0.4306732,0.4279154,0.4079229,,0.547063,0.0966129,0.7259458,0.5181443,0.6226008,0.4477882,0.4676184,,,0.6033359,0.5210976,0.4545912,0.8045337,,,0.6554273,0.4948727,0.8344227,0.3807172,,0.1861851,0.6491386,0.5578329,0.228212,,,0.7121167,0.4965264,,,0.2618913,0.0041911,0.3161151,0.0740219,,0.4684607,0.456191,,,,,,,,,,0.1853335,,,,0.4553694,,0.7201153,,0.4357978,0.5240345,0.4179915,0.52982,0.6318314,0.6054915,0.267224,0.4857441,0.5730853,,0.441486,0.5294947,0.6499862,,0.837356,,0.3749764,0.525473,0.5483495,0.3571243,,0.4383563,,0.3541657,0.6617441,0.2802828,
m3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m312,0.5367589,0.7411845,0.3730514,0.6382522,0.4352265,0.7980075,0.2233076,0.2933457,0.3518377,0.7512979,0.4667141,0.6063754,0.5732427,0.4304075,0.7876407,0.3475894,0.3251408,0.281849,0.5302852,,0.6088042,0.6677699,0.7145204,0.5869506,0.1819169,0.3656161,0.7050651,,0.3716758,0.5113248,0.3187055,0.8989368,0.7550736,0.7166458,0.4068081,0.2264566,0.687392,0.6938228,0.420575,,0.8122065,,0.4155147,0.608389,,0.7865305,0.140858,,,0.6277063,0.9050948,0.423672,,,0.1704627,0.6168556,,0.6284477,0.6681531,,0.6910321,,0.5729423,,,0.8232506,,,,0.764762,,0.6779681,,,0.250219,0.738276,0.4027446,0.4811742,0.8563479,0.7987007,0.3692055,0.3434277,0.798595,0.7148932,0.7581508,0.8084323,0.7627339,0.3103101,,0.419874,,0.6622404,0.6772521,0.6171032,0.1082047,,0.4473146,0.7537276,0.5256535,
m3120,0.538544,0.4703273,0.3951843,0.3411187,0.5198029,0.550659,0.7379697,0.4536229,0.4021566,0.7476058,0.4285477,0.5271192,0.3916537,0.6711644,0.6697041,0.3558689,0.3495295,0.3632427,0.4185862,,0.5357943,0.6070567,0.6946626,0.6326688,0.2905884,0.593221,0.4516738,,0.2335364,0.4291257,0.4481296,0.5544881,0.6825586,,0.5531594,0.0879747,0.8446788,0.6389563,0.7422935,0.2897422,,,0.3414391,0.7372108,,0.8561449,0.5299197,,,0.7518132,0.607405,0.5398904,,,0.3668511,0.581663,,,0.5567314,,0.7329823,,0.6603655,,,0.8623972,,,,0.5773231,,0.6125264,,,0.3409209,0.7050003,0.6761644,0.5921985,0.7135924,0.6861841,0.1809602,0.597178,0.4690935,0.6728866,0.7033509,0.5732724,0.7010451,0.2607833,0.5091696,0.4115597,,0.9056266,0.8239835,0.7265249,,,0.2489204,0.697887,0.6454449,
m3121,,,0.363996,,0.2027054,0.0332593,,0.4886943,,,,0.1366485,,0.6613771,,0.4941114,0.5596375,0.3884409,,,,,0.3011312,,0.3797149,0.0322181,,,0.4397755,,0.6232341,,,,0.5428031,,,0.2018578,,,,,,,,,0.4127,,,,,0.2636246,,,0.4144081,,,,,,,,,,,,,,,,,,,,0.6139826,,0.1869793,,,0.3710299,,0.5149597,,0.4941444,,,0.9718174,0.3285611,,,,,,,,,0.2836596,0.574805,0.2266585,
m3122,0.2523321,,0.4761538,,0.60738,0.4753697,0.3875561,0.7766051,0.7685294,0.8426016,0.6416584,0.1795271,,0.7147267,,0.4959488,0.3909851,0.5674875,,0.0756835,0.1480804,0.6730066,0.521144,0.5879152,0.3727085,0.5096066,,,0.2696267,0.4448804,0.7708713,,,,0.4561463,,,0.4368348,0.0398134,,,,0.841866,,,0.2145611,0.203169,,,,,0.1651032,,,0.4275839,0.4629513,,,,,0.3676171,,,,,0.6299527,,,,0.3761746,,0.2992656,,,0.331031,,0.8972499,,0.1718478,0.3362372,0.9307173,0.1532189,,0.5666506,0.4887613,0.370784,,,,,,,0.6259237,0.3700788,,,0.4974552,0.5364777,0.6904904,
m3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3124,0.9753511,,0.3651908,,0.7547129,,0.012191,0.1002516,,,0.9583252,,,0.0618028,,0.313459,0.4723666,0.3933869,,,,,0.8516611,,0.3864469,0.1975051,,,0.6416406,,0.3609498,,,0.4156806,0.5297415,,0.9570376,,,0.7640575,0.9172998,,0.2713946,,,,0.3518991,,,0.5960792,,0.6087589,,,0.4576775,0.0294167,,,0.8556586,,,,,,,,,,,,,0.5963487,,,0.5886242,,,,,,0.2658319,0.6325955,,0.5767618,,,,,,0.070333,,,,,,,0.2816594,,0.76005,
m3125,0.3725452,0.4886081,0.4085154,0.491928,0.4658872,0.0553298,0.5019848,0.5289074,0.2647141,0.4137026,0.4106981,0.4129181,0.5299172,0.5957255,0.6550421,0.5509908,0.5196561,0.5104081,0.6819016,0.4848435,0.5503349,0.5127082,0.5004816,0.5589849,0.4907917,0.436694,0.7593575,,0.6140363,0.5320303,0.4014413,0.6294546,,0.338239,0.3709827,0.7130995,0.4310049,0.2973284,0.6461269,0.5045768,0.7026651,0.1932429,0.420507,0.3791858,0.2005942,0.2493144,0.5489478,0.7857508,,0.5356914,0.4732522,0.5375123,0.9183998,,0.4469629,0.4262322,0.3216789,0.460125,0.3411882,0.8559121,0.5254095,,0.5052227,,,0.5355221,,0.6496027,,0.2997919,,0.5176847,,0.5213504,0.4600271,0.2444441,0.4897064,0.7632251,0.4768993,0.4395006,0.6481689,0.6324438,0.4223138,0.3268741,0.5678275,0.4892683,0.4873594,0.6061851,0.174091,0.5680242,0.2424002,0.7741922,0.4903232,0.2619345,0.7617854,,0.6766527,0.4668874,0.5521725,
